laptop_ID,Company,Product,TypeName,Inches,Ram,OpSys,Weight,Price_euros,is_Full HD,is_IPS Panel,is_Retina Display,is_Touchscreen,is_Quad HD+,is_4K Ultra HD,ScreenSize,ssd_gb,hdd_gb,flash_gb,hybrid_gb,Cpu_Company,Cpu_Frequency_GHz,Cpu_Type,Gpu_Company,is_Intel_Gpu,Gpu_Type
670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,4.0,Windows 10,2.2,6.284134161070802,1,0,0,0,0,0,2073600,0,500,0,0,Intel,2.3,Intel i5,Intel,1,Intel Graphics
671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,6.0,Windows 10,2.04,6.29156913955832,0,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.0,Intel i3,AMD,0,AMD Radeon
672,MSI,GP72VR Leopard,Gaming,17.3,8.0,Windows 10,2.7,7.305033633553407,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
673,Toshiba,Satellite Pro,Notebook,15.6,4.0,Windows 10,2.1,6.212606095751519,0,0,0,0,0,0,1049088,128,0,0,0,Intel,2.1,Intel i3,Intel,1,Intel Graphics
674,Dell,Latitude 3580,Notebook,15.6,8.0,Windows 10,2.06,6.862757913051401,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,8.0,Windows 10,2.1,6.61472560020376,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.7,Intel i7,AMD,0,AMD Radeon
676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,8.0,Windows 10,2.0,7.138073034044347,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
677,Acer,Aspire 3,Notebook,15.6,4.0,Linux,2.1,6.023447592961033,0,0,0,0,0,0,1049088,128,0,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
678,Microsoft,Surface Laptop,Ultrabook,13.5,8.0,Windows 10 S,1.252,7.533078547412982,0,0,0,1,0,0,3393024,256,0,0,0,Intel,2.8,Intel i7,Intel,1,Intel Graphics
679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,8.0,Windows 10,1.9,6.708023031928389,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,2.5,Intel i5,AMD,0,AMD Radeon
680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,8.0,Windows 10,1.3,6.942156705699469,1,1,0,1,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4.0,Windows 10,2.2,5.857933154483459,0,0,0,0,0,0,1049088,128,0,0,0,AMD,2.2,AMD Other,AMD,0,AMD Radeon
682,HP,Pavilion X360,2 in 1 Convertible,14.0,4.0,Windows 10,1.63,6.551080335043404,1,1,0,1,0,0,2073600,128,0,0,0,Intel,2.4,Intel i3,Nvidia,0,Nvidia GeForce
683,MSI,GP62 7RDX,Gaming,15.6,16.0,Windows 10,2.4,7.166265974133638,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
684,Asus,Zenbook 3,Ultrabook,14.0,8.0,Windows 10,1.1,7.035268599281097,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
685,HP,Chromebook X360,2 in 1 Convertible,11.6,8.0,Chrome OS,1.4,6.206575926724928,0,0,0,1,0,0,1049088,0,0,64,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
686,LG,Gram 15Z975,Ultrabook,15.6,8.0,Windows 10,1.09,7.7406644019172415,1,1,0,0,0,0,2073600,512,0,0,0,Intel,1.8,Intel i7,Intel,1,Intel Graphics
687,Acer,Aspire VX5-591G,Gaming,15.6,16.0,Windows 10,2.5,7.170119543449628,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
688,MSI,GV62M 7RD,Gaming,15.6,8.0,Windows 10,2.2,6.906654673538104,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,4.0,Windows 10,1.86,6.040254711277414,0,0,0,0,0,0,1049088,128,0,0,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
690,Dell,Alienware 15,Gaming,15.6,16.0,Windows 10,3.21,7.62657020629066,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
691,HP,17-bs000nv I3,Notebook,17.3,4.0,Windows 10,2.5,6.551080335043404,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.0,Intel i3,AMD,0,AMD Radeon
692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,8.0,Windows 10,1.19,7.313220387090301,1,1,0,1,0,0,2073600,512,0,0,0,Intel,1.8,Intel i7,Intel,1,Intel Graphics
693,Dell,Alienware 15,Gaming,15.6,16.0,Windows 10,3.49,7.94262872668324,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.9,Intel i7,Nvidia,0,Nvidia GeForce
694,HP,250 G6,Notebook,15.6,4.0,Windows 10,1.86,6.4193595471823075,0,0,0,0,0,0,1049088,0,500,0,0,Intel,2.5,Intel i5,AMD,0,AMD Radeon
695,Dell,Inspiron 3567,Notebook,15.6,4.0,Windows 10,2.2,6.30384532969252,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,2.0,Intel i3,AMD,0,AMD Radeon
696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,6.0,Windows 10,2.65,6.345636360828596,1,1,0,0,0,0,2073600,0,2048,0,0,AMD,2.4,AMD A-Series,AMD,0,AMD Radeon
697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,4.0,Windows 10,2.1,5.765191102784844,0,0,0,0,0,0,1049088,0,500,0,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
698,Acer,Chromebook 14,Notebook,14.0,4.0,Chrome OS,1.45,5.929589143389895,0,0,0,0,0,0,1049088,0,0,32,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,4.0,Windows 10,1.7,6.551080335043404,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
700,HP,ZBook 17,Workstation,17.3,8.0,Windows 10,3.14,7.554329585367344,1,0,0,0,0,0,2073600,0,500,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia Quadro
701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,8.0,Windows 10,1.42,7.85979918056211,0,0,0,1,0,0,3686400,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
702,Toshiba,Satellite Pro,Notebook,13.3,8.0,Windows 10,1.5,6.881411303642535,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
703,Acer,TravelMate B117-M,Netbook,11.6,4.0,Windows 10,1.4,5.598421958998375,0,0,0,0,0,0,1049088,0,0,32,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,16.0,Windows 10,1.38,7.4673710669175595,1,0,0,1,0,0,2073600,512,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,4.0,Chrome OS,1.2,6.507277712385012,1,0,0,1,0,0,2073600,0,0,64,0,Intel,0.9,Intel Other,Intel,1,Intel Graphics
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,16.0,Windows 10,1.36,7.537962659768208,1,0,0,1,0,0,2073600,512,0,0,0,Intel,2.5,Intel i7,Intel,1,Intel Graphics
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,4.0,Windows 10,2.1,6.536691597591305,1,1,0,0,0,0,2073600,0,500,0,0,Intel,2.7,Intel i7,AMD,0,AMD Radeon
708,Dell,Inspiron 5577,Gaming,15.6,8.0,Windows 10,2.56,6.709304340258298,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,4.0,Windows 10,2.2,5.991464547107982,1,0,0,0,0,0,2073600,256,0,0,0,AMD,2.9,AMD A-Series,AMD,0,AMD Radeon
710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,8.0,Windows 10,2.2,6.063785208687608,0,0,0,0,0,0,1049088,0,1024,0,0,AMD,3.6,AMD Other,AMD,0,AMD Radeon
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,4.0,Windows 10,2.1,6.433663303827795,1,0,0,0,0,0,2073600,0,2048,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,4.0,No OS,1.9,6.111467339502679,0,0,0,0,0,0,1049088,0,500,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
713,Dell,Vostro 5568,Notebook,15.6,8.0,Windows 10,2.18,6.679599185844383,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
714,Acer,Spin 5,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,6.907755278982137,1,1,0,1,0,0,2073600,256,0,0,0,Intel,1.6,Intel i5,Intel,1,Intel Graphics
715,Lenovo,ThinkPad P51s,Workstation,15.6,16.0,Windows 7,2.18,7.526178913346146,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.5,Intel i7,Nvidia,0,Nvidia Quadro
716,Lenovo,Thinkpad T460p,Notebook,14.0,8.0,Windows 10,1.8,7.083387847625295,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.3,Intel i5,Intel,1,Intel Graphics
717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,6.0,Windows 10,2.71,6.486176032730341,1,1,0,0,0,0,2073600,0,2048,0,0,AMD,2.5,AMD A-Series,AMD,0,AMD Radeon
718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8.0,Windows 10,2.5,7.1308988302963465,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
719,Dell,Latitude 5480,Notebook,14.0,8.0,Linux,1.64,6.993932975223189,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.8,Intel i5,Nvidia,0,Nvidia GeForce
720,Dell,Vostro 5568,Notebook,15.6,8.0,Linux,1.98,6.588926477533519,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
721,Asus,VivoBook E403NA,Notebook,14.0,4.0,Windows 10,1.5,5.700443573390687,1,0,0,0,0,0,2073600,0,0,32,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
722,Dell,Latitude 5580,Notebook,15.6,16.0,Windows 10,1.93,7.263792019312263,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.6,Intel i5,Intel,1,Intel Graphics
723,Lenovo,Thinkpad E470,Notebook,14.0,8.0,Windows 10,1.87,6.754685681241666,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
724,Dell,Latitude 5580,Notebook,15.6,8.0,Windows 10,1.9,7.07326971745971,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.6,Intel i5,Intel,1,Intel Graphics
725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,4.0,Windows 10,2.19,5.700443573390687,0,0,0,0,0,0,1049088,0,500,0,0,AMD,2.0,AMD A-Series,AMD,0,AMD Radeon
726,Mediacom,Smartbook 142,Notebook,14.0,4.0,Windows 10,1.4,5.583496308781699,1,1,0,0,0,0,2304000,0,32,0,0,Intel,1.92,Intel Other,Intel,1,Intel Graphics
727,HP,ProBook 470,Notebook,17.3,8.0,Windows 10,2.63,7.0909098220799835,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Nvidia,0,Nvidia GeForce
728,Lenovo,ThinkPad X1,Ultrabook,14.0,8.0,Windows 10,1.17,7.431086382268411,0,1,0,0,1,0,3686400,512,0,0,0,Intel,2.5,Intel i7,Intel,1,Intel Graphics
729,HP,Pavilion X360,2 in 1 Convertible,13.3,8.0,Windows 10,1.58,6.730540659556327,0,1,0,1,0,0,1049088,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
730,Lenovo,ThinkPad T470s,Ultrabook,14.0,8.0,Windows 10,1.32,7.313220387090301,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
731,Dell,Alienware 17,Gaming,17.3,32.0,Windows 10,4.36,8.205327710041223,0,0,0,0,0,1,8294400,1024,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
732,MSI,GL72M 7REX,Gaming,17.3,8.0,Windows 10,2.7,7.207474612044422,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,4.0,No OS,1.9,6.196240441064007,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
734,Dell,Inspiron 5570,Notebook,15.6,8.0,Windows 10,2.2,6.579251212010101,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,1.6,Intel i5,AMD,0,AMD Radeon
735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,4.0,Windows 10,1.71,6.476972362889683,1,0,0,1,0,0,2073600,0,1024,0,0,Intel,2.4,Intel i3,Intel,1,Intel Graphics
736,Dell,Inspiron 5567,Notebook,15.6,8.0,Linux,2.32,6.3810035046658875,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,2.5,Intel i5,AMD,0,AMD Radeon
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,4.0,Windows 10,2.1,6.194405391104672,1,0,0,0,0,0,2073600,0,1024,0,0,AMD,3.0,AMD A-Series,AMD,0,AMD Radeon
738,Acer,Predator 17,Gaming,17.3,16.0,Windows 10,4.2,7.568379267836522,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,2.6,Intel i7,Nvidia,0,Nvidia GeForce
739,Dell,Inspiron 3567,Notebook,15.6,12.0,Windows 10,2.25,6.476972362889683,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,6.0,Windows 10,2.1,6.478509642208569,1,0,0,0,0,0,2073600,128,1024,0,0,AMD,3.0,AMD A-Series,AMD,0,AMD Radeon
741,Acer,Extensa EX2540-58KR,Notebook,15.6,4.0,Windows 10,2.4,6.327936783729195,0,0,0,0,0,0,1049088,0,500,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
742,Lenovo,ThinkPad 13,Notebook,13.3,8.0,Windows 10,1.44,6.8679744089702925,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,4.0,Windows 10,1.85,6.659293919683638,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
744,HP,ZBook 15,Workstation,15.6,16.0,Windows 10,2.6,7.791522819150732,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia Quadro
745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,8.0,Windows 10,1.55,6.492239835020471,1,0,0,1,0,0,2073600,0,1024,0,0,Intel,1.6,Intel i5,Intel,1,Intel Graphics
746,MSI,GS63VR 7RF,Gaming,15.6,16.0,Windows 10,1.8,7.647537923058067,1,0,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
747,Acer,Aspire ES1-572,Notebook,15.6,4.0,Windows 10,2.4,6.0205377945936895,0,0,0,0,0,0,1049088,0,500,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
748,Dell,Inspiron 7560,Notebook,15.6,8.0,Windows 10,2.0,7.0967213784947605,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,2.7,Intel i7,Nvidia,0,Nvidia GeForce
749,Dell,Vostro 3568,Notebook,15.6,8.0,Windows 10,2.0,6.501289670540389,0,0,0,0,0,0,1049088,256,0,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
750,Toshiba,Tecra X40-D-10G,Notebook,14.0,8.0,Windows 10,1.25,7.336936913707618,1,1,0,1,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
751,Lenovo,Flex 5,2 in 1 Convertible,14.0,8.0,Windows 10,1.7,6.907755278982137,1,0,0,1,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
752,Lenovo,Thinkpad P51s,Workstation,15.6,16.0,Windows 10,2.5,8.101677747454572,0,1,0,0,0,1,8294400,1024,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia Quadro
753,Acer,Chromebook 14,Notebook,14.0,2.0,Chrome OS,1.68,5.802118375377063,0,0,0,0,0,0,1049088,0,0,32,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
754,Samsung,Notebook 9,Ultrabook,13.3,16.0,Windows 10,0.81,7.408530566894626,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
755,HP,250 G6,Notebook,15.6,8.0,Windows 10,1.86,6.29156913955832,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
757,Dell,Latitude 5480,Notebook,14.0,8.0,Windows 10,1.6,7.027944306805558,0,0,0,0,0,0,1049088,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
758,HP,Zbook 17,Workstation,17.3,16.0,Windows 7,3.0,8.387084506069217,1,1,0,0,0,0,2073600,256,0,0,0,Intel,2.9,Intel Other,Nvidia,0,Nvidia Quadro
759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,4.0,Windows 10,1.4,6.16541785423142,0,0,0,1,0,0,1049088,128,0,0,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
760,HP,EliteBook 850,Notebook,15.6,8.0,Windows 10,1.84,7.550135342488429,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.4,Intel i5,Intel,1,Intel Graphics
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,4.0,No OS,2.45,6.363028103540465,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,2.3,Intel i5,Nvidia,0,Nvidia GeForce
762,Lenovo,Thinkpad T460,Ultrabook,14.0,4.0,Windows 10,1.7,7.00033446027523,1,0,0,0,0,0,2073600,180,0,0,0,Intel,2.3,Intel i5,Intel,1,Intel Graphics
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,4.0,Windows 10,2.37,6.746294612855512,0,0,0,0,0,0,1049088,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,8.0,Windows 10,1.3,7.090076835776092,0,1,0,1,1,0,5760000,256,0,0,0,Intel,1.8,Intel i5,Intel,1,Intel Graphics
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,8.0,Windows 10,2.2,7.003065458786462,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
766,HP,ZBook 15,Workstation,15.6,8.0,Windows 7,2.59,7.3537223303996315,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.6,Intel i7,Nvidia,0,Nvidia Quadro
767,Dell,Alienware 17,Gaming,15.6,16.0,Windows 10,4.42,7.962063824427039,0,1,0,0,0,1,8294400,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
768,Acer,Aspire 3,Notebook,15.6,4.0,Windows 10,2.1,6.396929655216146,0,0,0,0,0,0,1049088,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,8.0,Windows 10,2.5,6.955592608396297,1,1,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
770,Dell,Latitude 7280,Ultrabook,12.5,16.0,Windows 10,1.18,7.528331766707247,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.8,Intel i7,Intel,1,Intel Graphics
771,Google,Pixelbook (Core,Ultrabook,12.3,8.0,Chrome OS,1.1,7.352441100243583,0,0,0,1,0,0,3840000,256,0,0,0,Intel,1.2,Intel i5,Intel,1,Intel Graphics
772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,8.0,Windows 10,1.2,7.029972911706386,0,1,0,0,1,0,5760000,256,0,0,0,Intel,2.5,Intel i5,Intel,1,Intel Graphics
773,Dell,Latitude 3380,Notebook,13.3,4.0,Windows 10,1.65,6.745236349484363,0,0,0,0,0,0,1049088,0,500,0,0,Intel,2.0,Intel i3,Intel,1,Intel Graphics
774,Acer,TravelMate P238-M,Notebook,13.3,4.0,Windows 10,1.6,6.486160788944089,0,0,0,0,0,0,1049088,128,0,0,0,Intel,2.3,Intel i5,Intel,1,Intel Graphics
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,4.0,Windows 10,2.8,6.155579701959949,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,1.1,Intel Pentium,Nvidia,0,Nvidia GeForce
776,Dell,Inspiron 7559,Gaming,15.6,16.0,Windows 10,2.72,7.003065458786462,0,1,0,1,0,1,8294400,128,1024,0,0,Intel,2.6,Intel i7,Nvidia,0,Nvidia GeForce
777,Samsung,Notebook 9,Ultrabook,13.3,8.0,Windows 10,1.31,7.3777589082278725,1,0,0,1,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
778,Acer,Aspire A315-31,Notebook,15.6,4.0,Linux,2.1,5.700443573390687,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,1.1,Intel Pentium,Intel,1,Intel Graphics
779,Dell,Inspiron 5567,Notebook,15.6,16.0,Windows 10,2.3,7.075191598276645,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,AMD,0,AMD Radeon
780,Samsung,Notebook 9,2 in 1 Convertible,15.0,16.0,Windows 10,1.71,7.495541943884256,1,0,0,1,0,0,2073600,256,0,0,0,Intel,2.7,Intel i7,AMD,0,AMD Radeon
781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,4.0,Windows 10,1.75,6.928537818164665,0,1,0,0,0,0,1049088,128,0,0,0,Intel,2.3,Intel i5,Intel,1,Intel Graphics
782,Dell,Inspiron 7567,Gaming,15.6,8.0,Windows 10,2.62,7.003065458786462,1,0,0,0,0,0,2073600,0,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
783,HP,EliteBook 820,Ultrabook,12.5,4.0,Windows 10,1.26,7.126890808898808,0,0,0,0,0,0,1049088,256,0,0,0,Intel,2.3,Intel i5,Intel,1,Intel Graphics
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,12.0,Windows 10,2.3,6.733401891837359,1,0,0,1,0,0,2073600,0,2048,0,0,Intel,2.7,Intel i7,Nvidia,0,Nvidia GeForce
785,Lenovo,Thinkpad P50,Notebook,15.6,16.0,Windows 7,2.5,7.771067086065406,0,0,0,0,0,1,8294400,512,0,0,0,Intel,2.7,Intel i7,Nvidia,0,Nvidia Quadro
786,Acer,Swift 3,Notebook,14.0,4.0,Windows 10,1.8,6.456769655572163,1,1,0,0,0,0,2073600,128,0,0,0,Intel,2.4,Intel i3,Intel,1,Intel Graphics
787,Razer,Blade Pro,Gaming,14.0,16.0,Windows 10,1.95,7.9724660159745655,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
788,Asus,Vivobook Max,Notebook,15.6,8.0,Windows 10,2.0,6.368015645051504,0,0,0,0,0,0,2073600,128,0,0,0,Intel,1.1,Intel Pentium,Intel,1,Intel Graphics
789,Dell,Alienware 17,Gaming,17.3,32.0,Windows 10,4.42,8.18585176962404,1,1,0,0,0,0,2073600,1024,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
790,Asus,Rog G752VS-BA171T,Gaming,17.3,16.0,Windows 10,4.3,7.762596048540069,1,1,0,0,0,0,2073600,256,1024,0,0,Intel,2.6,Intel i7,Nvidia,0,Nvidia GeForce
791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,16.0,Windows 10,1.47,7.475905969367397,1,1,0,0,0,0,2073600,512,0,0,0,Intel,2.6,Intel i7,Nvidia,0,Nvidia GeForce
792,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,8.0,No OS,2.2,5.799092654460526,0,0,0,0,0,0,1049088,0,1024,0,0,Intel,1.6,Intel Celeron,Intel,1,Intel Graphics
793,Lenovo,ThinkPad T470s,Ultrabook,14.0,16.0,Windows 10,1.7,7.7406644019172415,1,0,0,0,0,0,2073600,512,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
794,MSI,GS43VR 7RE,Gaming,14.0,16.0,Windows 10,1.6,7.545389749611823,1,1,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,8.0,Windows 10,2.2,6.993932975223189,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,4.0,Windows 10,2.4,6.907755278982137,1,1,0,0,0,0,2073600,0,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
797,Acer,Predator G9-793,Gaming,17.3,16.0,Windows 10,4.2,7.7406644019172415,1,1,0,0,0,0,2073600,256,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
798,Dell,Inspiron 7567,Gaming,15.6,8.0,Windows 10,2.62,6.893656354602635,1,0,0,0,0,0,2073600,256,0,0,0,Intel,2.5,Intel i5,Nvidia,0,Nvidia GeForce
799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,8.0,Windows 10,2.24,7.200424892944957,1,0,0,0,0,0,2073600,128,1024,0,0,Intel,2.8,Intel i7,Nvidia,0,Nvidia GeForce
800,Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,4.0,Windows 10,1.22,5.31762967758041,0,0,0,0,0,0,2073600,0,0,32,0,Intel,1.1,Intel Celeron,Intel,1,Intel Graphics
801,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,8.0,Windows 10,1.37,7.58629630715272,1,1,0,1,0,0,2073600,512,0,0,0,Intel,2.7,Intel i7,Intel,1,Intel Graphics
